"","treated","age","education","black","married","nodegree","re74","re75","re78","hispanic","u74","u75","q1"
"16605",0,18,10,1,0,1,0,0,202.284698486328,0,1,1,"strongly disagree"
"16606",0,18,11,1,0,1,4985.125,4152.609375,4164.76708984375,0,0,0,"no opinion"
"16607",0,17,9,1,0,1,0,2595.26708984375,0,0,1,0,"agree"
"16608",0,17,9,1,0,1,827.950256347656,620.962707519531,18085.734375,0,0,0,"strongly agree"
"16609",0,17,9,1,0,1,0,0,3590.70190429688,0,1,1,"no opinion"
"16610",0,17,9,1,0,1,1608.58862304688,1206.44140625,8361.08364190378,0,0,0,"strongly agree"
"16611",1,17,9,1,0,1,2001.90026855469,1667.5830078125,5594.7294921875,0,0,0,"no opinion"
"16612",0,17,9,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16613",1,17,9,1,0,1,0,0,1953.26794433594,0,1,1,"no opinion"
"16614",1,17,9,1,0,1,1466.65246582031,1341.65112304688,1374.06579589844,0,0,0,"no opinion"
"16615",1,17,11,1,0,1,9266.560546875,8497.435546875,9017.00390625,0,0,0,"strongly agree"
"16616",1,8.88011522262809,10,1,0,1,1168.05639648438,1071.10766601562,7315.4521484375,0,0,0,"neutral"
"16617",0,22,10,1,0,1,2119.65893554688,1765.67602539062,0,0,0,0,"strongly disagree"
"16618",0,22,10,1,0,1,0,0,0,0,1,1,"neutral"
"16619",1,22,10,1,0,1,785.059020996094,653.954162597656,11134.978515625,0,0,0,"disagree"
"16620",0,22,10,1,0,1,0,0,0,0,1,1,"no opinion"
"16621",0,26,6,1,0,1,0,0,4813.0498046875,0,1,1,"neutral"
"16622",1,19,10,1,0,1,1499.00476074219,1374.58740234375,13278.974609375,0,0,0,"disagree"
"16623",0,19,10,1,0,1,1051.25085449219,963.9970703125,7047.080078125,0,0,0,"strongly agree"
"16624",1,19,10,1,0,1,0,385.274108886719,8124.71484375,0,1,0,"no opinion"
"16625",0,19,10,1,0,1,0,0,5286.39599609375,0,1,1,"neutral"
"16626",0,19,10,1,0,1,1557.40856933594,1428.14367675781,4687.9375,0,0,0,"strongly agree"
"16627",1,19,10,1,0,1,0,0,3228.5029296875,0,1,1,"strongly disagree"
"16628",1,19,10,1,0,1,3878.19287109375,3473.8076171875,5861.603515625,0,0,0,"disagree"
"16629",0,19,10,1,0,1,0,0,4309.8779296875,0,1,1,"no opinion"
"16630",0,18,11,1,0,1,0,0,4657.27294921875,0,1,1,"strongly agree"
"16631",0,18,10,1,0,1,1716.50903320312,2682.125,0,0,0,0,"strongly agree"
"16632",0,21,10,1,0,1,1230.09729003906,922.572937011719,0,0,0,0,"neutral"
"16633",0,20,10,1,0,1,3745.48901367188,3677.58837890625,557.749877929688,0,0,0,"agree"
"16634",1,20,10,1,0,1,5005.73095703125,2777.35498046875,5615.18896484375,0,0,0,"strongly agree"
"16635",1,23,9,1,0,1,2365.5732421875,1774.18005371094,11464.7138671875,0,0,0,"no opinion"
"16636",1,23,8,0,0,1,0,0,3881.28393554688,1,1,1,"neutral"
"16637",0,18,9,1,0,1,2198.16430664062,2006.62866210938,6546.00927734375,0,0,0,"strongly disagree"
"16638",0,18,9,1,0,1,0,0,12486.169921875,0,1,1,"agree"
"16639",1,18,9,1,0,1,1401.66809082031,1285.32958984375,15369.4775390625,0,0,0,"strongly agree"
"16640",0,18,9,1,0,1,0,0,10877.349609375,0,1,1,"strongly disagree"
"16641",0,18,9,1,0,1,0,0,2389.67895507812,0,1,1,"disagree"
"16642",0,18,9,1,0,1,0,0,0,0,1,1,"agree"
"16643",0,18,9,1,0,1,1605.4482421875,1605.4482421875,0,0,0,0,"strongly agree"
"16644",1,18,9,1,0,1,1577.04797363281,1182.78601074219,5100.46875,0,0,0,"no opinion"
"16645",0,18,9,1,0,1,588.794311523438,490.465637207031,3480.84741210938,0,0,0,"neutral"
"16646",0,18,9,1,0,1,1541.8349609375,1413.86267089844,3475.52001953125,0,0,0,"agree"
"16647",0,18,9,1,0,1,0,0,9227.0517578125,0,1,1,"strongly agree"
"16648",1,18,9,1,0,1,0,3287.375,5010.341796875,0,1,0,"no opinion"
"16649",0,17,8,1,0,1,1962.33557128906,2036.79040527344,0,0,0,0,"no opinion"
"16650",0,17,8,1,0,1,0,0,7010.44384765625,0,1,1,"strongly agree"
"16651",0,17,8,1,0,1,0,0,8993.865234375,0,1,1,"agree"
"16652",0,17,8,1,0,1,1025.08032226562,768.810180664062,3020.94775390625,0,0,0,"neutral"
"16653",1,17,8,1,0,1,0,0,8061.48486328125,0,1,1,"no opinion"
"16654",0,17,8,1,0,1,1284.86254882812,1178.21899414062,14380.1728515625,0,0,0,"strongly agree"
"16655",0,22,9,1,0,1,0,0,12898.3798828125,0,1,1,"strongly disagree"
"16656",0,22,9,1,0,1,0,0,0,0,1,1,"strongly agree"
"16657",1,22,9,1,0,1,0,0,4056.49389648438,0,1,1,"disagree"
"16658",0,26,5,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16659",1,19,9,1,0,1,0,798.907897949219,17685.1796875,0,1,0,"no opinion"
"16660",0,19,9,1,0,1,1083.38122558594,902.45654296875,1914.41357421875,0,0,0,"strongly disagree"
"16661",1,19,9,1,0,1,0,0,8173.908203125,0,1,1,"agree"
"16662",0,19,9,1,0,1,0,0,5712.64306640625,0,1,1,"disagree"
"16663",0,19,9,1,0,1,2881.20678710938,2642.06665039062,2652.62451171875,0,0,0,"strongly disagree"
"16664",0,19,9,1,0,1,1537.92932128906,1537.92932128906,4188.7353515625,0,0,0,"agree"
"16665",1,18,9,1,0,1,0,0,4482.84521484375,0,1,1,"strongly disagree"
"16666",0,18,9,1,0,1,0,0,0,0,1,1,"disagree"
"16667",0,18,9,1,0,1,0,0,10740.080078125,0,1,1,"neutral"
"16668",1,21,9,1,0,1,0,0,0,0,1,1,"agree"
"16669",0,21,9,1,0,1,591.499084472656,0,3343.22412109375,0,0,1,"strongly agree"
"16670",1,21,9,1,0,1,6416.47021484375,5749.3310546875,743.666625976562,0,0,0,"disagree"
"16671",1,20,9,1,0,1,720.300842285156,660.515869140625,12229.6259765625,0,0,0,"neutral"
"16672",0,20,9,1,0,1,0,0,5193.0888671875,0,1,1,"neutral"
"16673",0,20,9,1,0,1,0,0,2035.91394042969,0,1,1,"strongly agree"
"16674",0,23,8,1,0,1,0,0,3746.70092773438,0,1,1,"strongly agree"
"16675",0,23,8,1,0,1,7724.283203125,3403.05590820312,0,0,0,0,"strongly agree"
"16676",0,24,7,1,0,1,0,0,2193.52807617188,0,1,1,"no opinion"
"16677",1,18,8,1,0,1,1308.2236328125,1199.64099121094,0,0,0,0,"no opinion"
"16678",1,18,8,1,0,1,0,0,0,0,1,1,"agree"
"16679",0,18,8,1,0,1,0,0,-145.163827779899,0,1,1,"agree"
"16680",1,17,7,1,0,1,0,0,3023.87890625,0,1,1,"disagree"
"16681",0,22,8,1,0,1,0,0,1390.50903320312,0,1,1,"neutral"
"16682",0,22,8,1,0,1,6891.69384765625,6150.5205078125,0,0,0,0,"disagree"
"16683",1,19,8,1,0,1,0,2657.05688476562,9970.6806640625,0,1,0,"strongly disagree"
"16684",0,21,8,1,0,1,39570.6796875,6608.30419921875,3083.5810546875,0,0,0,"agree"
"16685",0,20,8,1,0,1,0,0,3644.65502929688,0,1,1,"agree"
"16686",1,25,5,1,0,1,0,0,12187.41015625,0,1,1,"strongly disagree"
"16687",1,25,5,1,0,1,0,0,6181.8798828125,0,1,1,"disagree"
"16688",0,21,7,1,0,1,33799.94921875,0,11011.5703125,0,0,1,"agree"
"16689",1,18,6,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16690",1,27,10,0,0,1,459.435577392578,421.302429199219,3075.86181640625,1,0,0,"strongly disagree"
"16691",1,27,10,0,0,0,0,0,11142.8701171875,1,1,1,"neutral"
"16692",0,26,11,0,0,1,1789.935546875,1491.01623535156,0,1,0,0,"neutral"
"16693",0,20,6,1,0,1,6006.87890625,2850.61010742188,0,0,0,0,"no opinion"
"16694",1,20,9,0,0,1,12260.7802734375,5875.048828125,1358.64294433594,1,0,0,"disagree"
"16695",0,20,7,0,0,1,0,0,4374.0400390625,1,1,1,"strongly disagree"
"16696",0,25,9,0,0,1,0,0,15791.1298828125,1,1,1,"no opinion"
"16697",0,17,10,0,0,1,0,0,8469.275390625,1,1,1,"neutral"
"16698",1,21,11,0,0,1,1395.39001464844,1395.39001464844,0,1,0,0,"agree"
"16699",0,18,10,0,0,1,0,0,6527.9189453125,1,1,1,"agree"
"16700",1,18,10,0,0,1,2589.0419921875,2589.0419921875,0,1,0,0,"neutral"
"16701",1,17,9,0,0,1,445.17041015625,74.3434524536133,6210.669921875,1,0,0,"disagree"
"16702",0,19,10,0,0,1,1197.46154785156,1197.46154785156,11223.7197265625,1,0,0,"neutral"
"16703",0,25,7,0,0,1,1413.10668945312,1177.11791992188,9722.3486328125,1,0,0,"agree"
"16704",0,18,9,0,0,1,1646.51013183594,1646.51013183594,1065.67224121094,1,0,0,"agree"
"16705",1,18,9,0,0,1,1868.89111328125,1713.77319335938,8836.5654296875,1,0,0,"agree"
"16706",0,18,9,0,0,1,2927.927734375,2684.90991210938,2978.66943359375,1,0,0,"strongly agree"
"16707",1,22,9,0,0,1,0,0,3595.89404296875,1,1,1,"neutral"
"16708",1,19,9,0,0,1,6511.1240234375,6511.1240234375,7913.3857421875,1,0,0,"neutral"
"16709",0,19,9,0,0,1,0,0,3811.68310546875,1,1,1,"strongly disagree"
"16710",1,20,9,0,0,1,8740.939453125,8015.44189453125,5487.9697265625,1,0,0,"strongly disagree"
"16711",0,18,8,0,0,1,3311.802734375,2483.85205078125,11135.5341796875,0,0,0,"no opinion"
"16712",0,22,8,0,0,1,0,0,9920.9453125,1,1,1,"strongly disagree"
"16713",1,19,8,0,0,1,2483.85180664062,1862.88879394531,8774.623046875,1,0,0,"neutral"
"16714",0,24,4,0,0,1,0,0,3880.8330078125,1,1,1,"strongly agree"
